,id,tweet,subtask_a
27,64429,"@USER Εννοώ ότι λειτούργησε για τον έλεγχο των όπλων, σωστά; Διεύθυνση URL",OFF
28,45068,@USER Πίνει τόσο πολύ koolaid που έχει φουσκώσει.,OFF
29,84667,@USER @USER @USER @USER Το Ίδρυμα την άφησε να κάνει tweet μόνο όταν συμπεριφέρεται. Είναι ένα γλείψιμο παραθύρου !!!!,OFF
30,93119,WTC Αυτή είναι μια απειλή !!! .. @ USER #Maga #QAnon #WakeUpAmerica URL,OFF
31,21379,"@USER @USER @USER Παρακαλώ καλέστε το Trump για ό, τι είναι ... μια ΝΑΡΚΙΣΤΙΚΗ ΚΟΙΝΩΝΙΑ!",OFF
32,52252,@USER Γεια σου,OFF
33,91001,@USER Καλή κίνηση .... είναι ο μεγάλος χαμένος,OFF
34,66349,"@USER είναι κυριολεκτικά μια αφήγηση που είναι ισοδύναμη με τη διάτρηση των Ναζί, το antifa, είναι δύο πλευρές του ίδιου νομίσματος. να το κάνεις αυτό, και αυτή η σύγκριση ωφελεί το &quot;",OFF
35,80561,"@USER @USER Υπάρχουν πολλά χαζά επιχειρήματα για τον έλεγχο των όπλων, αλλά αυτό μπορεί να είναι το πιο χαζή και πιο συνηθισμένο.",OFF
36,39907,@USER @USER @USER παρακαλώ μην με σκοτώσετε. Αντίφα από την άλλη ...,OFF
37,77294,@USER @USER Είναι μια άσχημη μαύρη καρδιά troll URL,OFF
38,16940,@USER Μην πιστεύετε τη διαφημιστική εκστρατεία.,OFF
39,28841,@USER @USER Έχουμε σωθεί από εσάς! Μάγα!,OFF
40,59998,@USER Μπορείτε πιθανώς να φανταστείτε όλες τις νιφάδες χιονιού SJW που δεν αισθάνονται ασφαλείς &quot;να εργάζονται όπου μπορεί να υπάρχουν συντηρητικοί που παραμονεύουν στις σκιές. Οι συντηρητικοί είναι τώρα οι Ruskies του 21ου αιώνα.&quot;,OFF
41,28812,@USER Όλα αυτά καταλαβαίνω n καταρατώ αυτούς τους απεχθέντες που σας διαγράφουν IG χωρίς λόγο ... URL,OFF
42,64776,@USER SJSHSJ ΠΟΥ ΕΙΝΑΙ Η ΕΡΓΑΣΙΑ ΜΟΥ,OFF
43,69972,@USER @USER @USER Τι μέρος ΔΕΝ ΣΥΛΛΟΓΕΣ δεν παίρνετε ;;; Αυτός είναι ο λόγος για τον οποίο είστε δογματοκράτης,OFF
44,96789,"@USER εάν ο λόγος για τις παράνομες αξίες των Φαρακανών είναι επειδή είναι μαύρος ή μουσουλμάνος, αυτός θα ήταν λόγος να τον απαξιώσετε. Πιστεύω ότι οι παράνομες αξίες του είναι απλώς αποτέλεσμα κακού χαρακτήρα, όπως οι υποστηρικτές του! &quot;",OFF
45,68629,@USER Αφήστε τους αριστερούς δημοκράτες να ταραχήσουν στους δρόμους με τους αντιπάλους τους.,OFF
46,77319,Το @USER @USER ANTIFA δεν δίνει απειλές θανάτου στον καθηγητή Ford ή δεν απειλεί τη βία εάν ο υποψήφιος τους χάσει ή κατηγορηθεί ο Spanky.,OFF
47,49504,"@USER Έτσι, ο Νόμος άλλαξε ... απλώς κάνετε μια κατηγορία τώρα και ο ένοχός σας μέχρι να αποδειχθεί αθώος. Οι φιλελεύθεροι είναι ψυχικά άρρωστοι!",OFF
48,31229,@USER Αυτό το παιχνίδι απορροφά μπάλες γαϊδουριού,OFF
49,88546,@USER Απολύτως πρέπει να είναι ένα καρφί στο φέρετρο .... για τη Χίλαρι,OFF
50,32897,@USER Είναι DUMBASS !!!!!,OFF
51,62072,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ... και #LeviStrauss που θέλουν έλεγχο όπλου Πόσοι από εμάς αναρωτιούνται γιατί το καλό τους θέλουν να αφαιρεθούν οι ελευθερίες μας ~ ή μήπως είναι απλά επιλεκτικές ελευθερίες; Διεύθυνση URL,OFF
52,95444,@USER Σε αυτό το σημείο ... δεν νομίζω Pres. Ο Τραμπ δίνει κάτι ... και ούτε εγώ! URL LOL,OFF
53,62481,@USER donnie jr. εσείς και η οικογένειά σας οφείλετε συγγνώμη για τη συμμετοχή των εγκληματικών σας δραστηριοτήτων στον Λευκό Οίκο ΜΑΣ Φορέατε τις τσέπες σας ενώ ο πατέρας σας είναι ανίκανος και χλευάζει τη δημοκρατία μας. Ντροπή σε εσάς και την οικογένειά σας. Η δικαιοσύνη θα επικρατήσει,OFF
54,39021,@USER Ω η Κάρμεν μου. Είναι τόσο ευχάριστο,OFF
55,68840,Η @USER Chelsea είναι τόσο τρελή όσο η μητέρα της,OFF
56,32916,@USER Και ο εγκέφαλος #DEMS θέλει να πιστεύουμε ότι δεν έχει την πλειοψηφία. Οι φιλελεύθεροι είναι ακριβώς όπως οι ηγέτες τους &quot;οι διεφθαρμένοι #Obama και #CrookedHillary και οι δύο είναι πραγματικοί κακοί χαμένοι #MAGA #TRUMP&quot;,OFF
57,18547,Ο έλεγχος των όπλων @USER @USER California είναι άμεσο αποτέλεσμα των λευκών που φοβούνται τους Black Panther που χρησιμοποιούν το δικαίωμά τους να φέρουν όπλα. Η NRA δεν είχε κανένα πρόβλημα με αυτόν τον έλεγχο όπλων!,OFF
58,82607,"@USER @USER Και όμως εκατομμύρια άδειες που κρατούσαν άτομα μετέφεραν νόμιμα κρυμμένα πυροβόλα όπλα εκείνη την ημέρα και δεν έβλαψαν τον εαυτό τους ή κανέναν άλλο. Ωστόσο, θέλουν να έχουν ισχυρότερο έλεγχο όπλων. Ηλίθιοι! Wonderful Τα θαυμάσια μέσα ενημέρωσής μας πρέπει να διαφημίζουν περιστατικά που ταιριάζουν στην ατζέντα τους.",OFF
59,82339,"@USER Ναι, βλάπτει τους εαυτούς σου τα όπλα ελέγχου των όπλων.",OFF
60,34510,"@USER @USER @USER Μαλακία! Οι κανονισμοί είναι καλοί, διότι διατηρεί τους συντηρητικούς από το να απογυμνώνουν τη γη μας στην άβυσσο",OFF
61,53501,@USER ο ιδιοκτήτης του κούλο μου,OFF
62,69928,Τώρα σημαδεύτηκε για τη ζωή lol #MAGA URL,OFF
63,31853,@USER εσείς γαμημένο -,OFF
64,13872,Επιβεβαιώστε το MAN! Ο ΑΡΙΣΤΕΡΟΣ ΔΡΑΣΤΙΚΟΣ ΔΡΑΣΤΗΡΙΟΤΗΤΟΣ ΕΙΝΑΙ ΜΙΑ ΠΟΛΥ ΠΟΛΙ ΠΟΥ ΑΝΤΑΛΛΑΓΕΙ! ΟΧΙ ΣΚΛΗΡΕΣ ΑΠΟΔΕΙΞΕΙΣ! #ChristineBlaseyFord Αθώος μέχρι να αποδειχθεί ένοχος! #ConfirmKavanaugh #MAGA @USER #WeakRinos #Republicans,OFF
65,28985,Υποθέτω ότι δεν πρόκειται να λάβω απάντηση »: Brireless #Liberal Stooge Ocasio-Cortez. @ USER στο $ 40T URL του προγράμματος πολιτικής #WakeUpAmerica ΑΥΤΟ ΔΕΝ είναι οι μελλοντικοί Αμερικανοί ΨΗΦΟΙ Ρεπουμπλικάνοι ή παραδιδόμαστε την Αμερική σε αυτούς τους #DEM ηλίθιοι @USER # ΜΑΓΑ,OFF
66,74004,@USER @USER Οι αριστεροί δείχνουν και πάλι πόσο άσεμνοι μπορούν να είναι,OFF
67,70838,@USER Είναι ένας μεθυσμένος τρελός άνθρωπος.,OFF
68,15991,@USER Όλα αυτά τα χρήματα δεν σας έκαναν πιο έξυπνα.,OFF
69,38837,"@USER Ναι, χρειαζόμαστε περισσότερους μαζικούς διαδηλωτές και χρόνο antifa lol για ένα επικό beatdown😉",OFF
70,16885,"@USER Παρεμπιπτόντως γιατί δεν μετακομίζετε στην Αϊτή; Φιλελεύθεροι φαίνεται να βγάζεις σκατά από μεγάλες πόλεις. Πηγαίνετε λοιπόν κάπου όπου είναι ήδη σκατά, έτσι δεν χρειάζεται να κάνετε καμία δουλειά!",OFF
71,19514,Δεν θα έπρεπε το αρπακτικό μουνί @USER να φοράει τα γάντια ενώ χειρίζεται φαγητό; #MAGA URL,OFF
72,34317,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @ Η Antifa δεν χτυπάει τους φασίσκους να προσπαθήσουν να τους κάνουν να αλλάξουν γνώμη - γνωρίζουν ότι είναι μια χαμένη αιτία να προσπαθήσουμε να αλλάξουμε μυαλό ενός φασιστή. Το κάνουν για να τους φοβίσουν να κρυφτούν, να τους αποθαρρύνουν και να σταματήσουν τη διάδοση της μίσους ιδεολογίας τους. Δεν υπάρχει αναγκαστική προβολή για άλλους &quot;.&quot;",OFF
73,36289,#FireMorningJoe κόβεται από το ίδιο πανί με όλους τους άλλους συντηρητικούς. Η μισογυνία και η μισαλλοδοξία του εμφανίζονται πάντα. Είναι υπεύθυνος για τον Τραμπ. Διεύθυνση URL,OFF
74,80570,@USER @USER Πραγματικά πρέπει να είναι το πιο ηλίθιο πράγμα που έχω δει ποτέ.,OFF
75,86477,@USER @USER @USER @USER @USER @USER @USER @USER @USER Λειτουργεί. Εάν θέλετε να ελέγξετε έναν πληθυσμό. Ο αυστραλιανός έλεγχος όπλων δεν είχε καμία επίδραση στις ανθρωποκτονίες.,OFF
76,44015,@USER @USER Οι φιλελεύθεροι καταστρέφουν τα πάντα!,OFF
77,11411,@USER Αυτό συμβαίνει όταν αφήνεις έναν φιλελεύθερο να κρατήσει ένα όπλο. Αυτό θα ήταν ένα καλό μέρος για να ξεκινήσετε τον έλεγχο των όπλων. Απαγορεύστε στους φιλελεύθερους να πάρουν όπλα.,OFF
78,10133,@USER @USER Φαίνεσαι χαρούμενος .MAGA,OFF
79,29497,"@USER Ωστόσο, είναι η ίδια λίπος.",OFF
80,97300,@USER @USER @USER Τι αστείο! Είναι πολύτιμος λίθος !! Είναι ρατσιστικό ψεύτικο! Ακριβώς μαζί με αυτό το ρατσιστικό ψεύτικο. Αυτό νομίζει ότι θα με ακολουθήσει από τον δεύτερο λογαριασμό της. Και μπλοκάρετε με. Επειδή μιλώ την αλήθεια. Θα μπορούσα να ενδιαφέρομαι λιγότερο για τους οπαδούς. Όπως είναι ένα μεγάλο πάρτι. Με νοιάζει ότι διακρίνουν τη διεύθυνση URL,OFF
81,14808,@USER @USER @USER Μπορεί να έχετε ξεχάσει ότι αυτή τη στιγμή είμαστε πολίτες της ΕΕ και έτσι όλα τα δικαιώματα που μας παρέχονται είναι τα ίδια με αυτά των άλλων πολιτών της ΕΕ. Μην πιστεύετε όλα τα σκατά που συμβαίνουν στο κεφάλι σας.,OFF
82,33322,"@USER @USER Μόλις αναζήτησε το Ιστορικό του έργου του, είναι εγγεγραμμένος στο Διοικητικό Συμβούλιο της Leading Age Services Aust (LASA) και προέρχεται από την Medicare Local Alliance ... τι στο διάολο είναι",OFF
83,87300,@USER Γιατί ποιος σκύλα παίζει με τον Θεό δεν μου δίνει το δώρο για τίποτα,OFF
84,80497,"@USER Προερχόμενος από τον άνθρωπο που απείλησε να προσπαθήσει να κλωτσήσει τον κώλο του Turmps, τώρα δεν το παίρνει ένα σετ μπάλα",OFF
85,97277,@USER Να φοβάσαι άσχημο άντρα;,OFF
86,95200,@USER @USER @USER @USER @USER Bitch .. Διεύθυνση URL,OFF
87,77769,&amp; terroism &amp; λιμοκτονία &amp; φλεγμονή &amp; φτώχεια &amp; κλιματική αλλαγή &amp; υπερθέρμανση του πλανήτη &amp; σωματεμπορία &amp; εκφοβισμός &amp; ντροπή σώματος &amp; αστυνομική βαρβαρότητα &amp; φεμινισμός &amp; έλεγχος όπλων &amp; πορείες και διαδηλώσεις,OFF
88,62107,"@USER ναι, η σκύλα σας στα δεξιά παίρνει το URL",OFF
89,33096,@USER Hahaha Οι ΜΕΓΑΛΟΙ μηροί δεν θα τα καταφέρουν,OFF
90,81470,"#maga #christineford # trump2020 #tcot #ccot #AmericaFirst #Patriots @USER #BrettKavanaugh είπε αυτό για τον Μπιλ Κλίντον κατά τη διάρκεια του Whitewater: Είναι επιτακτική ανάγκη να κάνει το μοτίβο της επαναστατικής συμπεριφοράς του σαφές - κομμάτι με επώδυνο κομμάτι. &quot;Πράγματι, URL",OFF
91,20322,Τα άτομα #MAGA έχουν πολύ χαμηλό IQ. Αύξηση του ΑΕΠ &quot;σημαίνει ΠΟΛΙΤΙΚΑ ΤΙΠΟΤΑ. Σε καμία περίπτωση αυτό δεν μεταφράζεται σε υψηλότερο εισόδημα για λευκούς οικογένειες ή άτομα. Όλα αυτά τα δισεκατομμύρια πηγαίνουν σε εταιρείες ή κυβέρνηση. Και ποιες θέσεις εργασίας δημιούργησε; Εργασία που πληρώνει λιγότερα από όσα ζει μισθός; URL,OFF
92,60130,"@USER Bro πηγαίνετε να παρακολουθείτε πώς κρατάει το ξύλο του στη συνέντευξη, σαν αυτό το σκατά ήταν ενοχλητικό, το lmao nigga είναι τρελό ύποπτο",OFF
93,54559,"Μια σκύλα χτισμένη έτσι θα μπορούσε να νικήσει τον κώλο μου ό, τι θέλει URL",OFF
94,14285,@USER @USER Πολύ αξιολύπητο άτομο!,OFF
95,42133,@USER @USER @USER @USER @USER @USER Πρέπει να μιλάτε για μίσους συντηρητικούς.,OFF
96,18834,@USER @USER Αυτό είναι σωστό !!! # ΜΑΓΑ,OFF
97,38043,@USER @USER @USER Αυτή η αριστερή είναι το λάθος στα φιλελεύθερα κολέγια. Περισσότεροι μαθητές και φοιτητές θα βγουν και θα αποκαλύψουν αυτή τη διεφθαρμένη γυναίκα που είναι αποφασισμένη να καταστρέψει μια καλή δικαστή επειδή θέλει μόνο φιλελεύθερους στα δικαστήρια. @USER @USER @USER,OFF
98,76709,"@USER @USER @USER @USER Αυτό είναι υπέροχο! Mark The Great One &quot;Levin and Candace&quot; The Great &quot;Owens μαζί! Αυτή η ομάδα είναι ασυναγώνιστη! Μόλις έστειλαν ξανά τους φιλελεύθερους σε μια φρενίτιδα! Ένα ολόκληρο μπλοκ φιλελεύθερων ψηφοφόρων μόλις είχε το κεφάλι τους να εκραγεί! Και ... δυστυχώς, η Alyssa Milano μόλις βρέξτε ξανά το παντελόνι της! Τέλεια ομάδα! &quot;",OFF
99,22728,@USER #StrataData #AI #data #hairball: @USER TDavis περιοδεύει την εφαρμογή τεχνικών #Cognitive και #machinelearning για την επιτάχυνση #Governance του #data URL,OFF
100,11640,@USER @USER @USER @USER Δεν πρότεινα τακτικές τρόμου. Εννοούσα πραγματικά αυτό που είπα. Ο Τραμπ μπορεί εύκολα να τραβήξει τους καλούς μύγους των Ρεπουμπλικάνων και μπορεί εύκολα να κλέψει αρκετές ψήφους από το GOP Dem και τους ανεξάρτητους και θα φέρει νέα ανάσα στην σάπια πολιτική μας. Σκέψου το.,OFF
101,47009,@USER @USER @USER @USER Μόνο ένας φιλελεύθερος θα υποστήριζε έναν φιλελεύθερο που ξόδεψε ένα ΕΙΚΟΝΑ για να εκλέξει τους φιλελεύθερους στο αξίωμα. # Λίμπλεϊλ! Διεύθυνση URL,OFF
102,97936,@USER Είναι τόσο περίεργο φαύλο και πικρό να παρεκκλίνουμε από &quot;όλοι πρέπει να έχουν πρόσβαση σε αξιοπρεπή υγειονομική περίθαλψη&quot; στους &quot;Φιλελεύθερους πιστεύουν ότι όλοι οι εγκληματίες πρέπει να είναι ελεύθεροι&quot;. Αποκαλύπτει έναν αρκετά βίαιο και αδιαπέραστο μυαλό.,OFF
103,12531,@USER Τι παιχνίδι στο διάολο παρακολουθείτε;,OFF
104,72024,@USER Γιατί; Γιατί οι φιλελεύθεροι είναι τόσο άχρηστοι;,OFF
105,98547,"@USER Ναι, το είδα και θα έλεγα ότι η τρυπητή παρέμεινε στο καλάθι και συνέχισε να επιστρέφει με ηλίθιες απαντήσεις.",OFF
106,98382,@USER Εάν πηγαίνετε από οτιδήποτε άλλο εκτός από αυτόν ή εσείς είστε στο κεφάλι.,OFF
107,71577,@USER Το μόνο που πρέπει να ξέρετε είναι ότι είναι άδειο μέσα,OFF
108,17391,@USER Οι Φιλελεύθεροι είναι ψυχικά ασταθείς !!,OFF
109,34443,@USER @USER Ποιος ενέκρινε ένταλμα αναζήτησης του κ. Jean home; Racist τι γίνεται με το τεστ ναρκωτικών της. Πρόκειται για προκαταρκτική δολοφονία. Δεν θα συκοφαντηθεί. Είναι το θύμα.,OFF
110,22185,@USER @USER @USER Έχω ακούσει ότι κάνει κύματα,OFF
111,77089,# Πέμπτη Σκέψεις - FUCK φιλελεύθεροι. Για πάντα.,OFF
112,79972,@USER Για άλλη μια φορά έχει αποδειχθεί ότι όλοι οι νόμοι ελέγχου όπλων προορίζονται να αφοπλίσουν τους νόμιμους πολίτες και να υπονομεύσουν το # 2A. Οι εγκληματίες * δεν * ενδιαφέρονται για τους νόμους περί όπλων.,OFF
113,30085,Ο χρήστης @USER @USER Mxm nigger πιστεύει ότι δίνουμε μια γαμήλια διεύθυνση URL,OFF
114,95773,@USER @USER Είναι ψεύτικο. Ψηφίστε την. Τώρα θέλει συμπάθεια.,OFF
115,51053,10 παιδιά από διαφορετικές γυναίκες από αυτούς τους άντρες άνεργους στην Αμερική; Νιγηριανοί άνδρες είσαι η βόμβα !!!,OFF
116,14131,"@USER Αυτός ο Ρώσος πράκτορας είναι ΔΙΑΦΟΡΑ. Γεια σου, παρωδία @USER θα πεθάνεις στη φυλακή. Εσείς και ο Τραμπ πουλήσατε την Αμερική στους Ρώσους και ήρθε η ώρα να κάνετε το χρόνο για τα χρόνια των εγκλημάτων σας. Σκάμπα.",OFF
117,33709,@USER Τι απίστευτα γελοίο μαλακίες.,OFF
118,53995,@USER Δεν πρέπει να εκπλαγούμε. Αυτοί οι ίδιοι χοίροι συνεργάστηκαν με τους νεοναζί για να αποκαλύψουν τους διαδηλωτές κατά των αντιπάλων. Και η τοπική κάλυψη από σκατά περιοδικά όπως το @USER δεν κάλυψε καθόλου. Έπρεπε να βασιστούμε στο @USER για τη διεύθυνση URL κάλυψης της έρευνας,OFF
119,82171,@USER @USER Επειδή το 45% των Αμερικανών είναι πολύ τεμπέληδες να ψηφίσουν. Οι μη ψηφοφόροι δεν είναι φιλελεύθεροι. Και πάρα πολλοί φιλελεύθεροι που ψηφίζουν ρίχνουν την ψήφο τους σε χαμένους τρίτων. Επόμενη ερώτηση?,OFF
120,50936,"@USER @USER Είμαι βέβαιος ότι δεν καλεί την ιδιωτική εταιρεία ασφαλείας της κοινότητας του Bull Connors, ωστόσο. Είναι αστείο: Τώρα οι φιλελεύθεροι ΑΓΑΠΟΥΝ την ιδιωτικοποίηση της αστυνομίας! &quot;",OFF
121,97580,@USER @USER Αναρωτιέστε πόσα παιδιά κακοποίησε,OFF
122,54991,@USER @USER Είστε στην Αγγλία; Οι απόψεις σας σχετικά με τον έλεγχο όπλων σταμάτησαν να έχουν σημασία το 1776,OFF
123,55051,@USER @USER @USER @USER @USER @USER Αυτό είναι το πάρτι της ANTIFA και ξαφνικά περιμένουν από εμάς να πιστεύουμε ότι ενδιαφέρονται για κανέναν εκτός από τον εαυτό τους. Οχι.,OFF
124,23159,@USER Ωχ!,OFF
125,58548,"@USER @USER Αναρωτιέμαι αν ζήτησε συγγνώμη από τους Diamond και Silk που τους αποκαλούσαν «σόου του σινεμά»; Θα έπρεπε να απολυθεί, αλλά εκεί κάνει πρόσωπα.",OFF
126,41277,"@USER Γι &#39;αυτό είναι φοβερό που ο Kavanaugh δεν έσφιξε το χέρι του μπαμπά του όπλου. Συγγνώμη για το παιδί σκοτώθηκε από όπλο, αλλά δεν συνέβη το μέλλον των κριτών…",OFF
127,51592,Το @USER John Podesta είναι ένα πνευματικό μαγειρικό pedo. Εδώ είναι μια φωτογραφία του και της Valerie Jarrett σε μια μάλλον συμβιβαστική κατάσταση. #MAGA #qanon #DrainTheDeepState #DrainTheSwamp URL,OFF
128,56068,@USER Λατρεύω τον τρόπο που εκνευρίζει τους φιλελεύθερους. Διεύθυνση URL,OFF
129,88585,@USER @USER @USER Η αυτόματη διόρθωση της Gggrrr είναι μια * τρελή μάγισσα *,OFF
130,14234,@USER @USER Όταν γύρισα την ομιλία μου ακούγεται σαν οι Φιλελεύθεροι να γίνονται ένα άλλο άσχημο κόμμα &quot;με τις προσωπικές του επιθέσεις σε διάφορα άτομα.&quot;,OFF
131,97329,@USER Ένας άλλος αρνητικός Δημοκρατικός που αρνείται να εξαφανιστεί!,OFF
132,85409,. @ USER Ως εκλεγμένος βουλευτής μου θα μπορούσατε να εξηγήσετε γιατί ο @USER εξακολουθεί να προωθεί ιδέες τις οποίες η ΕΕ έχει ήδη απορρίψει; Έχουμε 6 μήνες ακόμη και τίποτα δεν φαίνεται να κινείται προς τα εμπρός. Το @USER είναι σαν το τυφλό που οδηγεί τα τυφλά #brexitshambles #BrexitMeansBrexit URL,OFF
133,14118,@USER Έτσι δεν μπορεί να επηρεαστεί από την ακτινοβολία αλλά σκοτώθηκε. Ελπίζω να αναφέρει τη μάγισσα της Lady Gaga. Δεδομένου ότι είναι η μόνη γνωστή αθάνατη μάγισσα και υπέρτατη,OFF
134,63792,(Σεζόν εκλογών 2020) Trump: το πουλί μου είναι το πιο υπέροχο πουλί. Απλώς απίστευτο. Αριστερά: αποδείξτε τη Ρωσική μαριονέτα! Τραμπ: * χτυπάει ταιριάζει σε γοητεία * Συντηρητικοί: * ψηφίστε Τραμπ στη νίκη *,OFF
135,82293,@USER @USER @USER @USER Ενδιαφέρον όταν οι Demoncraps δεν είναι καν αρκετά εφευρετικοί για να δημιουργήσουν τα δικά τους κινούμενα σχέδια. Αυτό εκδόθηκε αρχικά από τους Ρεπουμπλικάνους - οι φιλελεύθεροι είναι οι πότες της Κοαλαΐδης και ήταν πάντα. Οι φιλελεύθεροι είναι επίσης τα σκουπίδια της γης και το αποδεικνύουν καθημερινά μέσω των ψεμάτων τους,OFF
136,61533,@USER ajsjjsjdkkdjdk τον θέλω τόσο πολύ που μου είπε κυριολεκτικά να πεθάνω και θα τον υπακούσω,OFF
137,40857,"@USER @USER @USER @USER Είναι νεκρός. Είστε λοιπόν και νεκροφιλικός; Καλό να ξέρετε ... πρέπει να πιπιλίζετε το σκάκι, δεν πειράζει το τρισδιάστατο σκάκι ... δεν μπορείτε καν να σκεφτείτε κανείς να προχωρήσει, πόσο μάλλον πολλοί ... Αλλάξτε τη λαβή του Twitter σε DumbAF, ούτε καν ish🙄🙄🙄",OFF
138,23228,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER δοκιμάστε και αποφασίστε ότι είστε πληρωμένος, &quot;πολύ, αν καταλήξετε να περιμένετε QAnon θα το συνηθίσετε.&quot;",OFF
139,78473,@USER @USER @USER Ο Trump είναι ένας πολύ άρρωστος άνθρωπος. Είναι τοξικός και μεθυσμένος.,OFF
