,id,tweet,subtask_a
47,74477,"@USER Έτσι, ο Νόμος άλλαξε ... απλώς κάνετε μια κατηγορία τώρα και ο ένοχός σας μέχρι να αποδειχθεί αθώος. Οι φιλελεύθεροι είναι ψυχικά άρρωστοι!",OFF
48,49845,@USER Αυτό το παιχνίδι απορροφά μπάλες γαϊδουριού,OFF
49,32305,@USER Απολύτως πρέπει να είναι ένα καρφί στο φέρετρο .... για τη Χίλαρι,OFF
50,77243,@USER Είναι DUMBASS !!!!!,OFF
51,73205,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ... και #LeviStrauss που θέλουν έλεγχο όπλου Πόσοι από εμάς αναρωτιούνται γιατί το καλό τους θέλουν να αφαιρεθούν οι ελευθερίες μας ~ ή μήπως είναι απλά επιλεκτικές ελευθερίες; Διεύθυνση URL,OFF
52,47311,@USER Σε αυτό το σημείο ... δεν νομίζω Pres. Ο Τραμπ δίνει κάτι ... και ούτε εγώ! URL LOL,OFF
53,48553,@USER donnie jr. εσείς και η οικογένειά σας οφείλετε συγγνώμη για τη συμμετοχή των εγκληματικών σας δραστηριοτήτων στον Λευκό Οίκο ΜΑΣ Φορέατε τις τσέπες σας ενώ ο πατέρας σας είναι ανίκανος και χλευάζει τη δημοκρατία μας. Ντροπή σε εσάς και την οικογένειά σας. Η δικαιοσύνη θα επικρατήσει,OFF
54,75689,@USER Ω η Κάρμεν μου. Είναι τόσο ευχάριστο,OFF
55,84102,Η @USER Chelsea είναι τόσο τρελή όσο η μητέρα της,OFF
56,10607,@USER Και ο εγκέφαλος #DEMS θέλει να πιστεύουμε ότι δεν έχει την πλειοψηφία. Οι φιλελεύθεροι είναι ακριβώς όπως οι ηγέτες τους &quot;οι διεφθαρμένοι #Obama και #CrookedHillary και οι δύο είναι πραγματικοί κακοί χαμένοι #MAGA #TRUMP&quot;,OFF
57,43913,Ο έλεγχος των όπλων @USER @USER California είναι άμεσο αποτέλεσμα των λευκών που φοβούνται τους Black Panther που χρησιμοποιούν το δικαίωμά τους να φέρουν όπλα. Η NRA δεν είχε κανένα πρόβλημα με αυτόν τον έλεγχο όπλων!,OFF
58,98992,"@USER @USER Και όμως εκατομμύρια άδειες που κρατούσαν άτομα μετέφεραν νόμιμα κρυμμένα πυροβόλα όπλα εκείνη την ημέρα και δεν έβλαψαν τον εαυτό τους ή κανέναν άλλο. Ωστόσο, θέλουν να έχουν ισχυρότερο έλεγχο όπλων. Ηλίθιοι! Wonderful Τα θαυμάσια μέσα ενημέρωσής μας πρέπει να διαφημίζουν περιστατικά που ταιριάζουν στην ατζέντα τους.",OFF
59,92056,"@USER Ναι, βλάπτει τους εαυτούς σου τα όπλα ελέγχου των όπλων.",OFF
60,33853,"@USER @USER @USER Μαλακία! Οι κανονισμοί είναι καλοί, διότι διατηρεί τους συντηρητικούς από το να απογυμνώνουν τη γη μας στην άβυσσο",OFF
61,75215,@USER ο ιδιοκτήτης του κούλο μου,OFF
62,96218,Τώρα σημαδεύτηκε για τη ζωή lol #MAGA URL,OFF
63,57013,@USER εσείς γαμημένο -,OFF
64,20883,Επιβεβαιώστε το MAN! Ο ΑΡΙΣΤΕΡΟΣ ΔΡΑΣΤΙΚΟΣ ΔΡΑΣΤΗΡΙΟΤΗΤΟΣ ΕΙΝΑΙ ΜΙΑ ΠΟΛΥ ΠΟΛΙ ΠΟΥ ΑΝΤΑΛΛΑΓΕΙ! ΟΧΙ ΣΚΛΗΡΕΣ ΑΠΟΔΕΙΞΕΙΣ! #ChristineBlaseyFord Αθώος μέχρι να αποδειχθεί ένοχος! #ConfirmKavanaugh #MAGA @USER #WeakRinos #Republicans,OFF
65,74831,Υποθέτω ότι δεν πρόκειται να λάβω απάντηση »: Brireless #Liberal Stooge Ocasio-Cortez. @ USER στο $ 40T URL του προγράμματος πολιτικής #WakeUpAmerica ΑΥΤΟ ΔΕΝ είναι οι μελλοντικοί Αμερικανοί ΨΗΦΟΙ Ρεπουμπλικάνοι ή παραδιδόμαστε την Αμερική σε αυτούς τους #DEM ηλίθιοι @USER # ΜΑΓΑ,OFF
66,53264,@USER @USER Οι αριστεροί δείχνουν και πάλι πόσο άσεμνοι μπορούν να είναι,OFF
67,28204,@USER Είναι ένας μεθυσμένος τρελός άνθρωπος.,OFF
68,42024,@USER Όλα αυτά τα χρήματα δεν σας έκαναν πιο έξυπνα.,OFF
69,84664,"@USER Ναι, χρειαζόμαστε περισσότερους μαζικούς διαδηλωτές και χρόνο antifa lol για ένα επικό beatdown😉",OFF
70,54842,"@USER Παρεμπιπτόντως γιατί δεν μετακομίζετε στην Αϊτή; Φιλελεύθεροι φαίνεται να βγάζεις σκατά από μεγάλες πόλεις. Πηγαίνετε λοιπόν κάπου όπου είναι ήδη σκατά, έτσι δεν χρειάζεται να κάνετε καμία δουλειά!",OFF
71,48995,Δεν θα έπρεπε το αρπακτικό μουνί @USER να φοράει τα γάντια ενώ χειρίζεται φαγητό; #MAGA URL,OFF
72,47153,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @ Η Antifa δεν χτυπάει τους φασίσκους να προσπαθήσουν να τους κάνουν να αλλάξουν γνώμη - γνωρίζουν ότι είναι μια χαμένη αιτία να προσπαθήσουμε να αλλάξουμε μυαλό ενός φασιστή. Το κάνουν για να τους φοβίσουν να κρυφτούν, να τους αποθαρρύνουν και να σταματήσουν τη διάδοση της μίσους ιδεολογίας τους. Δεν υπάρχει αναγκαστική προβολή για άλλους &quot;.&quot;",OFF
73,76826,#FireMorningJoe κόβεται από το ίδιο πανί με όλους τους άλλους συντηρητικούς. Η μισογυνία και η μισαλλοδοξία του εμφανίζονται πάντα. Είναι υπεύθυνος για τον Τραμπ. Διεύθυνση URL,OFF
74,27645,@USER @USER Πραγματικά πρέπει να είναι το πιο ηλίθιο πράγμα που έχω δει ποτέ.,OFF
75,64429,@USER @USER @USER @USER @USER @USER @USER @USER @USER Λειτουργεί. Εάν θέλετε να ελέγξετε έναν πληθυσμό. Ο αυστραλιανός έλεγχος όπλων δεν είχε καμία επίδραση στις ανθρωποκτονίες.,OFF
76,20943,@USER @USER Οι φιλελεύθεροι καταστρέφουν τα πάντα!,OFF
77,78064,@USER Αυτό συμβαίνει όταν αφήνεις έναν φιλελεύθερο να κρατήσει ένα όπλο. Αυτό θα ήταν ένα καλό μέρος για να ξεκινήσετε τον έλεγχο των όπλων. Απαγορεύστε στους φιλελεύθερους να πάρουν όπλα.,OFF
78,14122,@USER @USER Φαίνεσαι χαρούμενος .MAGA,OFF
79,72353,"@USER Ωστόσο, είναι η ίδια λίπος.",OFF
80,39051,@USER @USER @USER Τι αστείο! Είναι πολύτιμος λίθος !! Είναι ρατσιστικό ψεύτικο! Ακριβώς μαζί με αυτό το ρατσιστικό ψεύτικο. Αυτό νομίζει ότι θα με ακολουθήσει από τον δεύτερο λογαριασμό της. Και μπλοκάρετε με. Επειδή μιλώ την αλήθεια. Θα μπορούσα να ενδιαφέρομαι λιγότερο για τους οπαδούς. Όπως είναι ένα μεγάλο πάρτι. Με νοιάζει ότι διακρίνουν τη διεύθυνση URL,OFF
81,54546,@USER @USER @USER Μπορεί να έχετε ξεχάσει ότι αυτή τη στιγμή είμαστε πολίτες της ΕΕ και έτσι όλα τα δικαιώματα που μας παρέχονται είναι τα ίδια με αυτά των άλλων πολιτών της ΕΕ. Μην πιστεύετε όλα τα σκατά που συμβαίνουν στο κεφάλι σας.,OFF
82,50759,"@USER @USER Μόλις αναζήτησε το Ιστορικό του έργου του, είναι εγγεγραμμένος στο Διοικητικό Συμβούλιο της Leading Age Services Aust (LASA) και προέρχεται από την Medicare Local Alliance ... τι στο διάολο είναι",OFF
83,75992,@USER Γιατί ποιος σκύλα παίζει με τον Θεό δεν μου δίνει το δώρο για τίποτα,OFF
84,45068,"@USER Προερχόμενος από τον άνθρωπο που απείλησε να προσπαθήσει να κλωτσήσει τον κώλο του Turmps, τώρα δεν το παίρνει ένα σετ μπάλα",OFF
85,17259,@USER Να φοβάσαι άσχημο άντρα;,OFF
86,95225,@USER @USER @USER @USER @USER Bitch .. Διεύθυνση URL,OFF
87,84667,&amp; terroism &amp; λιμοκτονία &amp; φλεγμονή &amp; φτώχεια &amp; κλιματική αλλαγή &amp; υπερθέρμανση του πλανήτη &amp; σωματεμπορία &amp; εκφοβισμός &amp; ντροπή σώματος &amp; αστυνομική βαρβαρότητα &amp; φεμινισμός &amp; έλεγχος όπλων &amp; πορείες και διαδηλώσεις,OFF
88,14574,"@USER ναι, η σκύλα σας στα δεξιά παίρνει το URL",OFF
89,23784,@USER Hahaha Οι ΜΕΓΑΛΟΙ μηροί δεν θα τα καταφέρουν,OFF
90,93119,"#maga #christineford # trump2020 #tcot #ccot #AmericaFirst #Patriots @USER #BrettKavanaugh είπε αυτό για τον Μπιλ Κλίντον κατά τη διάρκεια του Whitewater: Είναι επιτακτική ανάγκη να κάνει το μοτίβο της επαναστατικής συμπεριφοράς του σαφές - κομμάτι με επώδυνο κομμάτι. &quot;Πράγματι, URL",OFF
91,30115,Τα άτομα #MAGA έχουν πολύ χαμηλό IQ. Αύξηση του ΑΕΠ &quot;σημαίνει ΠΟΛΙΤΙΚΑ ΤΙΠΟΤΑ. Σε καμία περίπτωση αυτό δεν μεταφράζεται σε υψηλότερο εισόδημα για λευκούς οικογένειες ή άτομα. Όλα αυτά τα δισεκατομμύρια πηγαίνουν σε εταιρείες ή κυβέρνηση. Και ποιες θέσεις εργασίας δημιούργησε; Εργασία που πληρώνει λιγότερα από όσα ζει μισθός; URL,OFF
92,69281,"@USER Bro πηγαίνετε να παρακολουθείτε πώς κρατάει το ξύλο του στη συνέντευξη, σαν αυτό το σκατά ήταν ενοχλητικό, το lmao nigga είναι τρελό ύποπτο",OFF
93,15322,"Μια σκύλα χτισμένη έτσι θα μπορούσε να νικήσει τον κώλο μου ό, τι θέλει URL",OFF
94,75089,@USER @USER Πολύ αξιολύπητο άτομο!,OFF
95,21379,@USER @USER @USER @USER @USER @USER Πρέπει να μιλάτε για μίσους συντηρητικούς.,OFF
96,43133,@USER @USER Αυτό είναι σωστό !!! # ΜΑΓΑ,OFF
97,52102,@USER @USER @USER Αυτή η αριστερή είναι το λάθος στα φιλελεύθερα κολέγια. Περισσότεροι μαθητές και φοιτητές θα βγουν και θα αποκαλύψουν αυτή τη διεφθαρμένη γυναίκα που είναι αποφασισμένη να καταστρέψει μια καλή δικαστή επειδή θέλει μόνο φιλελεύθερους στα δικαστήρια. @USER @USER @USER,OFF
98,59537,"@USER @USER @USER @USER Αυτό είναι υπέροχο! Mark The Great One &quot;Levin and Candace&quot; The Great &quot;Owens μαζί! Αυτή η ομάδα είναι ασυναγώνιστη! Μόλις έστειλαν ξανά τους φιλελεύθερους σε μια φρενίτιδα! Ένα ολόκληρο μπλοκ φιλελεύθερων ψηφοφόρων μόλις είχε το κεφάλι τους να εκραγεί! Και ... δυστυχώς, η Alyssa Milano μόλις βρέξτε ξανά το παντελόνι της! Τέλεια ομάδα! &quot;",OFF
99,44209,@USER #StrataData #AI #data #hairball: @USER TDavis περιοδεύει την εφαρμογή τεχνικών #Cognitive και #machinelearning για την επιτάχυνση #Governance του #data URL,OFF
100,96664,@USER @USER @USER @USER Δεν πρότεινα τακτικές τρόμου. Εννοούσα πραγματικά αυτό που είπα. Ο Τραμπ μπορεί εύκολα να τραβήξει τους καλούς μύγους των Ρεπουμπλικάνων και μπορεί εύκολα να κλέψει αρκετές ψήφους από το GOP Dem και τους ανεξάρτητους και θα φέρει νέα ανάσα στην σάπια πολιτική μας. Σκέψου το.,OFF
101,12559,@USER @USER @USER @USER Μόνο ένας φιλελεύθερος θα υποστήριζε έναν φιλελεύθερο που ξόδεψε ένα ΕΙΚΟΝΑ για να εκλέξει τους φιλελεύθερους στο αξίωμα. # Λίμπλεϊλ! Διεύθυνση URL,OFF
102,61914,@USER Είναι τόσο περίεργο φαύλο και πικρό να παρεκκλίνουμε από &quot;όλοι πρέπει να έχουν πρόσβαση σε αξιοπρεπή υγειονομική περίθαλψη&quot; στους &quot;Φιλελεύθερους πιστεύουν ότι όλοι οι εγκληματίες πρέπει να είναι ελεύθεροι&quot;. Αποκαλύπτει έναν αρκετά βίαιο και αδιαπέραστο μυαλό.,OFF
103,32317,@USER Τι παιχνίδι στο διάολο παρακολουθείτε;,OFF
104,94767,@USER Γιατί; Γιατί οι φιλελεύθεροι είναι τόσο άχρηστοι;,OFF
105,64835,"@USER Ναι, το είδα και θα έλεγα ότι η τρυπητή παρέμεινε στο καλάθι και συνέχισε να επιστρέφει με ηλίθιες απαντήσεις.",OFF
106,41353,@USER Εάν πηγαίνετε από οτιδήποτε άλλο εκτός από αυτόν ή εσείς είστε στο κεφάλι.,OFF
107,52252,@USER Το μόνο που πρέπει να ξέρετε είναι ότι είναι άδειο μέσα,OFF
108,91001,@USER Οι Φιλελεύθεροι είναι ψυχικά ασταθείς !!,OFF
109,18495,@USER @USER Ποιος ενέκρινε ένταλμα αναζήτησης του κ. Jean home; Racist τι γίνεται με το τεστ ναρκωτικών της. Πρόκειται για προκαταρκτική δολοφονία. Δεν θα συκοφαντηθεί. Είναι το θύμα.,OFF
110,76680,@USER @USER @USER Έχω ακούσει ότι κάνει κύματα,OFF
111,88013,# Πέμπτη Σκέψεις - FUCK φιλελεύθεροι. Για πάντα.,OFF
112,66349,@USER Για άλλη μια φορά έχει αποδειχθεί ότι όλοι οι νόμοι ελέγχου όπλων προορίζονται να αφοπλίσουν τους νόμιμους πολίτες και να υπονομεύσουν το # 2A. Οι εγκληματίες * δεν * ενδιαφέρονται για τους νόμους περί όπλων.,OFF
113,80561,Ο χρήστης @USER @USER Mxm nigger πιστεύει ότι δίνουμε μια γαμήλια διεύθυνση URL,OFF
114,16052,@USER @USER Είναι ψεύτικο. Ψηφίστε την. Τώρα θέλει συμπάθεια.,OFF
115,49996,10 παιδιά από διαφορετικές γυναίκες από αυτούς τους άντρες άνεργους στην Αμερική; Νιγηριανοί άνδρες είσαι η βόμβα !!!,OFF
116,77086,"@USER Αυτός ο Ρώσος πράκτορας είναι ΔΙΑΦΟΡΑ. Γεια σου, παρωδία @USER θα πεθάνεις στη φυλακή. Εσείς και ο Τραμπ πουλήσατε την Αμερική στους Ρώσους και ήρθε η ώρα να κάνετε το χρόνο για τα χρόνια των εγκλημάτων σας. Σκάμπα.",OFF
117,10972,@USER Τι απίστευτα γελοίο μαλακίες.,OFF
118,69160,@USER Δεν πρέπει να εκπλαγούμε. Αυτοί οι ίδιοι χοίροι συνεργάστηκαν με τους νεοναζί για να αποκαλύψουν τους διαδηλωτές κατά των αντιπάλων. Και η τοπική κάλυψη από σκατά περιοδικά όπως το @USER δεν κάλυψε καθόλου. Έπρεπε να βασιστούμε στο @USER για τη διεύθυνση URL κάλυψης της έρευνας,OFF
119,28380,@USER @USER Επειδή το 45% των Αμερικανών είναι πολύ τεμπέληδες να ψηφίσουν. Οι μη ψηφοφόροι δεν είναι φιλελεύθεροι. Και πάρα πολλοί φιλελεύθεροι που ψηφίζουν ρίχνουν την ψήφο τους σε χαμένους τρίτων. Επόμενη ερώτηση?,OFF
120,40252,"@USER @USER Είμαι βέβαιος ότι δεν καλεί την ιδιωτική εταιρεία ασφαλείας της κοινότητας του Bull Connors, ωστόσο. Είναι αστείο: Τώρα οι φιλελεύθεροι ΑΓΑΠΟΥΝ την ιδιωτικοποίηση της αστυνομίας! &quot;",OFF
121,39907,@USER @USER Αναρωτιέστε πόσα παιδιά κακοποίησε,OFF
122,16164,@USER @USER Είστε στην Αγγλία; Οι απόψεις σας σχετικά με τον έλεγχο όπλων σταμάτησαν να έχουν σημασία το 1776,OFF
123,52824,@USER @USER @USER @USER @USER @USER Αυτό είναι το πάρτι της ANTIFA και ξαφνικά περιμένουν από εμάς να πιστεύουμε ότι ενδιαφέρονται για κανέναν εκτός από τον εαυτό τους. Οχι.,OFF
124,77294,@USER Ωχ!,OFF
125,13420,"@USER @USER Αναρωτιέμαι αν ζήτησε συγγνώμη από τους Diamond και Silk που τους αποκαλούσαν «σόου του σινεμά»; Θα έπρεπε να απολυθεί, αλλά εκεί κάνει πρόσωπα.",OFF
126,16940,"@USER Γι &#39;αυτό είναι φοβερό που ο Kavanaugh δεν έσφιξε το χέρι του μπαμπά του όπλου. Συγγνώμη για το παιδί σκοτώθηκε από όπλο, αλλά δεν συνέβη το μέλλον των κριτών…",OFF
127,83816,Το @USER John Podesta είναι ένα πνευματικό μαγειρικό pedo. Εδώ είναι μια φωτογραφία του και της Valerie Jarrett σε μια μάλλον συμβιβαστική κατάσταση. #MAGA #qanon #DrainTheDeepState #DrainTheSwamp URL,OFF
128,99156,@USER Λατρεύω τον τρόπο που εκνευρίζει τους φιλελεύθερους. Διεύθυνση URL,OFF
129,11255,@USER @USER @USER Η αυτόματη διόρθωση της Gggrrr είναι μια * τρελή μάγισσα *,OFF
130,28841,@USER @USER Όταν γύρισα την ομιλία μου ακούγεται σαν οι Φιλελεύθεροι να γίνονται ένα άλλο άσχημο κόμμα &quot;με τις προσωπικές του επιθέσεις σε διάφορα άτομα.&quot;,OFF
131,79060,@USER Ένας άλλος αρνητικός Δημοκρατικός που αρνείται να εξαφανιστεί!,OFF
132,71682,. @ USER Ως εκλεγμένος βουλευτής μου θα μπορούσατε να εξηγήσετε γιατί ο @USER εξακολουθεί να προωθεί ιδέες τις οποίες η ΕΕ έχει ήδη απορρίψει; Έχουμε 6 μήνες ακόμη και τίποτα δεν φαίνεται να κινείται προς τα εμπρός. Το @USER είναι σαν το τυφλό που οδηγεί τα τυφλά #brexitshambles #BrexitMeansBrexit URL,OFF
133,17577,@USER Έτσι δεν μπορεί να επηρεαστεί από την ακτινοβολία αλλά σκοτώθηκε. Ελπίζω να αναφέρει τη μάγισσα της Lady Gaga. Δεδομένου ότι είναι η μόνη γνωστή αθάνατη μάγισσα και υπέρτατη,OFF
134,27503,(Σεζόν εκλογών 2020) Trump: το πουλί μου είναι το πιο υπέροχο πουλί. Απλώς απίστευτο. Αριστερά: αποδείξτε τη Ρωσική μαριονέτα! Τραμπ: * χτυπάει ταιριάζει σε γοητεία * Συντηρητικοί: * ψηφίστε Τραμπ στη νίκη *,OFF
135,59998,@USER @USER @USER @USER Ενδιαφέρον όταν οι Demoncraps δεν είναι καν αρκετά εφευρετικοί για να δημιουργήσουν τα δικά τους κινούμενα σχέδια. Αυτό εκδόθηκε αρχικά από τους Ρεπουμπλικάνους - οι φιλελεύθεροι είναι οι πότες της Κοαλαΐδης και ήταν πάντα. Οι φιλελεύθεροι είναι επίσης τα σκουπίδια της γης και το αποδεικνύουν καθημερινά μέσω των ψεμάτων τους,OFF
136,81119,@USER ajsjjsjdkkdjdk τον θέλω τόσο πολύ που μου είπε κυριολεκτικά να πεθάνω και θα τον υπακούσω,OFF
137,28812,"@USER @USER @USER @USER Είναι νεκρός. Είστε λοιπόν και νεκροφιλικός; Καλό να ξέρετε ... πρέπει να πιπιλίζετε το σκάκι, δεν πειράζει το τρισδιάστατο σκάκι ... δεν μπορείτε καν να σκεφτείτε κανείς να προχωρήσει, πόσο μάλλον πολλοί ... Αλλάξτε τη λαβή του Twitter σε DumbAF, ούτε καν ish🙄🙄🙄",OFF
138,84131,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER δοκιμάστε και αποφασίστε ότι είστε πληρωμένος, &quot;πολύ, αν καταλήξετε να περιμένετε QAnon θα το συνηθίσετε.&quot;",OFF
139,23179,@USER @USER @USER Ο Trump είναι ένας πολύ άρρωστος άνθρωπος. Είναι τοξικός και μεθυσμένος.,OFF
